id,text,target
767670496909492225,@FunInFvneral qué burrada pusieron hoy?? Que llevo meses bloqueada por otra heterada y me lo perdí ,N
767757384395714560,@YEYIximmm hace una semana que se sabe  yo ya espero la edicion completa del juego ,NONE
767756761025634304,@NuriStill @MartuBlackRed pues si eso haré.. y lo sigo haciendo  ya que haga lo que quiera. No pasa nada.,NEU
767759320083755008,"es que todos los que dicen que los que escuchamos a ""los gemeliers"" somos adolescentes de mierda son los primeros adolescentes de mierda ",N
767758700169879552,Hay videos que no se envían porque no tengo espacio en el móvil así que lo siento ,N
767758669467484160,2h y 31m para que acabe tu descarga  Me cago en mi puta vida.,N
767761656197906433,"@txispitabi no te había reconocido en este perfil  El placer es mutuo, guapa!",P
767756456166817792,@ConsueCaballer jajajajaja pues que se vuelva loco conmigo leches... llevo dias petándolo y nada... ,N
767756240034361345,@EduEmoEsc muchas gracias por seguirme. Nos leemos ,P
767756110015127552,@victorypeace76 @martiade @YouTube lo de la sortija es un buen detalle!! gracias ,P
767756025579577344,Me recomendais alguna silla gaming buena please ,NONE
767762307556466688,@Escuarantula sigo siendo feo pero es que cuando me conociste no tenía el pelo rojo ,N
767762253953335298,Pocas maneras mejores se me ocurren para empezar una semana...  https://t.co/P5wOXm5ffl,P
767766039417462785,"gracias por ser mi sorpresa y ser tan genial, nos vemos pronto seguro @AntonLofer ",P
767765748844486656,@2KEspana sabéis si el NBA 2k17 va a tener juego cruzado entre pc y ps4? por ejemplo? ,NONE
767764798738206721,Ya a saber cuando vuelves a hacer un #FollowExpress  lloro @BlasAuryn,N
767764285351202817,¿Algún día seré feliz por tener tu follow? @BlasAuryn ,N
767754109915131904,@CiudadanO_O @Moralzarzal con lo fácil q sería educar para éstas cosas... qué pena ,N
767752844258652160,Hoy microaventura en #kayak con dos expertos kayakistas  Ría de Villaviciosa. @ El Puntal… https://t.co/y7j88bRmYK,P
768047633613086721,Quiero esta figura de Madison  ojalá que la próxima en salir sea Alicia https://t.co/dTnJsrR8to,P
768046274717347840,@ladyfrigopie no lo has dicho. Eres rara.. bueno eres diferente ,N
768046065333534720,"Preparando la maleta, proxima parada #huelva #fiestasconamigas  💃🏻👯🚆",NONE
768045493955985408,"@ADios_hi @elespanolcom Pues menudo susto. Al poner ""Tolerdo"" pensé que se refería a su parodia @WillyTolerdoo ",N
768106081251975168,Rubén y Mangel deberían hacer como en 2013 y mencionarse en Twitter a cada rato.  Así nos harían felices  *no lo hacen*,NEU
768104934004912128,@AntonioPV98 @CeliaOgalla28 mis amigos hablando jodes .... K bonita amistad ,N
768104803411103745,"@KatyKlav se siente, ya está dicho ",NEU
768104771978989568,"buenos billete pa cuba comprado, ahora a hacer mas dieta porque se ha deretido la tarjeta ",P
768104574313984001,@PapelitoRojo @sushuneta fue genial  debemos organizar más cosas así sin necesidad de que nadie abandone el país 😂,P
768108137673068544,"@NeoDonNadie de sobra, si solo somos 3  dime tu ID y ya te agrego ",NONE
768107747959246848,@ericelhumano a las lesbianas machorras y eso ya no lo veo bien  de hecho lo malo de las pelis es que los suelen poner de personajes ...,N
768102752601776128,@ranlemontralara estamos todos juntos en esto ,NONE
768109853919379456,"@slcuervo no se valora el potencial del español como lengua informativa en internet, negocio que se le escapa entre los dedos a España. ",N
768108422806069248,En fin @kenneos espero que recibas este tuit en otra realidad alternativa donde sigues viva porque ahí no se acaba tu camino  ¡suerte!,P
768113469912674305,"@Bvillamor_gay ha sido un placer! Muy profesionales  hoy en @ed_tve a las 19,39 ",P
768045143601668097,"@luciaaaypunto No se , creo que no . Yo solo mire mi fecha ",NONE
768100750316695552,@Ana_d_Armas Tú tan bella y con estilo como siempre! Te mereces siempre lo mejor!! Eres maravillosa!! Besitos y feliz día! ,P
768099860717432832,"@cigotenks Me apiado de ti, yo me entero de que existen porque tú los encuentras. O sea, alguien los lee primero ",N
768119604438831105,Quiero hacerle algo especial a David para que cuando lo vea sonria pero no se me ocurre nada ,NEU
768102028648321024,"Lo he añadido porque antes no sabia hacerlo, pero estuve leyendo estos dias bastante y encontre el modo de hacerlo perfecto ",P
768128068624023552,@AoDimi yo es que durante el verano y con la matricula hecha he cambiado de opinion. Quiero dar psicologia pero toca FP de infor ,N
768127974864482304,"@MonchoYT @JonathanFaus2 estoy cansado ya de salir a la calle y que todo el mundo me para para hacer fotos, esta vida es muy dura ",N
768127541060177920,.@UGMadrid la recomendación en nuestra. ¡Nada mejor que una buena partida de paintball! ,P
768126310644387841,"@Mary___says no te voy a criticar por subir un video desagradable, pero te invito a que vayas a Cuba y te quedes un tiempo a ver que tal ",N
768099192451502080,"@HawkersCo @Hawky_  #NecesitoElViajeAAndalucia bueno si un tal premio al mongol o algo así, pero eso era malo ",N
768060551880699904,@Rachel_Green_ Sí! El escenario MUWI Revellín es gratuito y abierto al público ,P
768032760711831553,"@FantasyLaLiga Hola no se actualiza clasificaciones y lo que es peor, el mercado está vacío desde hace tiempo ",N
768031593680306176,me voy a quedar afónico de tanto hacer guturales con fiebre ,N
768031258760937472,"@Gabi_Herranz @KNekro La promocion solo es para los que no saben como gestionar un canal por si mismos al fin y al cabo, la via rapida ",N
768030924500000768,"@Gabi_Herranz @KNekro yo se lo dije 10 veces ya, pero el me sigue teniendo ese pequeño odio... es comprensible, siempre le caere mal ",N
768030025891414016,aquí escuchando el soundtrack de mamma mia con la ex dancing queen de maría ,NONE
768029086807629824,@mrswxllace tres tristes trokistas pican piedra en un gulag ,N
768090654689853441,que te echo de menos cosa chicaa!   https://t.co/9QIk0GIVzO,N
768090143790170112,@vinagreando tendremos que probarlos y de paso hacer alguna video receta chicos  @cocinadeenloqui,NONE
768088528236478464,"@sandyxyxx es lo que tiene Amazon  a uno que conozco le llega el Lunes, siéntete afortunada ",P
768091850062368768,@gloriatn  -felicidades!!! 🎉 -sales genial en tu icon -no te conozco casi nada - ,P
768091548995227648,@kurokatze_ si es eso  pero bueno yo que se cada uno tiene sus gustos porque xd amiks,NONE
768091322058100737,"Eso si, soy una persona MUY irónica y me gusta muchísimo el humor muy así ",P
768093221398478853,"@HormigaZYT Como sé que eres un flipado y no vas a cambiar, enmarca esos defib kills, así tienes el unico award que enseñar a @edureus94 ",N
768092886248415232,@kurokatze_ yo nunca la he podido ver entera porque literalmente me duermo ,N
768092875741655046,@Luis_Callejo Hola Luis!! Vendrás a Barcelona a promocionar #TardeParaLaIra ?? Un abrazo crack y feliz día! ,P
768096431492268032,Ese momento en el que no tienes megas para ver el video y en casa de tu padre no hay wifi  #MamaHeAsesinadoAMiNovia,N
768096127434551302,@lejosdelmarfilm @VeronikaMoral Verónika es una gran actriz y sobretodo una maravillosa persona!! Deseando verla ahí!! Besos! ,P
768095280415838208,Estoy preparando un montón de ideas muy chulas para el canal  poco a poco iremos subiendo el nivel y la calidad de los vídeos ,P
768098117224894464,"El día 2 tengo los exámenes, suena lejano pero es la semana que viene jajaxd ",P
768097321024454656,"@intomyhoran casi todo tiene manteca de cerdo, las gominolas(tristemente) no son lo único ",N
768068952660537345,@ManuelIzquier14 en septiembre limitan el horario de toboganes pero las piscinas siguen abiertas hasta noviembre ,P
767966350824312832,@michellecrecida y las galletas? Buenos días Michelle ,NONE
767957176300306432,Buenos días @ainhoa_mallo  Y que podamos contarlo ,P
767942259442642944,"Buenos días, esto va en serio....primer día de curro..... #FelizMartes!! ",P
768023352225259520,Ultimamente estoy comiendo muchos macarrones... gracias Señor @marianorajoy sin ti esto no sería posible ,N
768022009536274432,"Xenomorfos imprimados y a apenas seis horas de ""Mankind Divided"". ¡Menudo día! ",NONE
768021821174255616,@Duke_apologia ? Este Tweet no está disponible. dice q el link no existe ,N
768021531125481472,@tifuho ¿una funda asustadiza? Y su función...¿sobrevivir para luchar otro día?  ,NONE
768020276353372160,"@LetInNeverlxnd se nos queda pequeña, sólo 300 de aforo ",N
768019941920473088,@sitgesfestival Genial!! Vendrá @RachelNichols1 ?? Saludos y buen día! ,P
768012657815392256,"@nenina74 @CrisLaLider no estoy de acuerdo, las cicatrices siempre recuerdan dolor, sufrido o provocado ",N
768012069018996736,@elPachinko ¡De nada! Me gustó mucho ese paseo alternativo por otro Gante ,P
768011955160412160,@vegetta777 @WillyrexYT @bysTaXx  que tal en el concierto  os lo pasasteis genial?,NONE
768011576561524736,@Rubiu5 cuando diras los ganadores   PD:buenos dias que tengas un lindo day,P
768010762719821824,"@hundredrooms @ohmyworld_es Qué chulada! Mola mucho el post, chicas! ",P
767997116979478529,@bekiaes También es el cumpleaños de la preciosa actriz @luudelafuente !! ,P
767996103103016960,Ayer iba a probarme el cosplay de Nozomi chico y verme los primeros caps de Diamond no Ace... y no pude ,N
767818103845687296,"@Neinyatta A mi el de Babe me gusta mucho, y si no sesderma creo que va muy bien ",P
767817660432257024,"@MarioEM_95 aún le queda un poquillo, pero por supuesto. Aunque tengo lista de rivales pendientes ",NEU
767817583064154112,"@CharlieReckless llévame a tu casa, la otra vez blastoise y hoy dragonite ",NONE
767817486184095744,@Albert_Rivera @PatriciaReyesCs @europapress  Y el contrato único va a ser posible?  Gracias por la respuesta Bnxes ,NONE
767843914359373824,"Los canales de Latinoamérica como Andrés Navy, Extraordinerd o The Top Comics tampoco están nada mal, hay muy buen material ",P
767843768066113537,"@agarzon por cierto, felicidades   Gran noticia.",P
767843737913401344,Hoy es el cumpleaños de lo más molón de La Hoya ¡Felicitad todos a la bonica y maja de @IrlesEva! ,P
767842807629377539,"@doctorgaona Es intrigante la autoexploración de los estados de consciencia a través de un espejo, de la mano de un pionero como Gaona ",P
767842625521156100,"@Lakarcel @pimpsokzio ya me lo llevé la semana pasada, pensaba que seríais los primeros en darme, jo ",NONE
767840587294842880,@ULPGC hola   ¿me podrían seguir para hacer una consulta por Mensaje Directo? Muchas gracias,NONE
767839965472550912,"Vale, pero creo que tendre un pequeño problema  No se si podre tener las llaves el piso para las fotos https://t.co/WOvpvT0I7s",N
767839835625254912,@erlik imposible  he tenido un par de horas libres solo. ¡Ha sido una visita fugaz!,N
767848218101215232,De las pocas veces que hablamos por skype me pareciste una grandísima persona ,P
767847319194722304,@AgnesFL1984 Pues tuvo que ser al ponerme el pijama pq últimamente uso vestidos largos. Tengo un ronchón considerable ,N
767844691073232896,"@chiscoyo hombre!  Yo siempre y con la gente que me cae bien claro, con los que me caen mal ni agua  Muacc",NEU
767844147764064256,He vuelto a escuchar Orishas 5 años después y es maravilloso ,P
767870374931496960,Estoy pasando por una cuerda fina de inestabilidad emocional a gatas ,N
767869735266557952,A ver que asi a lo tonto me quedan solo 2 dias en Galicia. ,NEU
767872120483446784,Como apruebe (o si suspendo pero paso) voy a montar una fiesta y no pararé de beber hasta k mi hígado reviente ,P
767871079239053313,"Os ha dado por un tweet mio del 16 de agosto a la hora de dormir cabrones, tendré que silenciar el movil ",N
767846853459181569,acabo de hablar con alba y ya esroy un poquito mejor ,P
767846757996847104,@landscps pues imaginate en una casa muy grande ,NEU
767872262519357441,vale acabo de ver algo muy desagradable gracias cris y buenas noches ,N
770331586197938176,"@relatosgregorio Gracias a datos como esos, hoy día tenemos un mejor catálogo sísmico con datos históricos ",P
770331121682944000,"@hyrulen @PartidoPACMA Claro, es que es muy común que en los pueblos no los tengan en pisos, los llevan a la huerta y los tienen solos ",N
770386885428514821,@sammyriotmars Cierto  qué bonico es darles otra vida a los libros,P
770386253141438464,@LoraInThePanda @_girlpride_ @Sorendix lo mas gracioso es que diciendo esas cosas solo fomenta aun mas el odio hacia el feminismo ,N
770384873982922752,"@OscarBV96 tio que depresión. Pero no pasa nada, el amor lo soluciona todo ",P
770388896530239488,"@wilma_lorenzo No dobles las esquinas! 😱😱  Pon post-its!, se queda más cuqui  https://t.co/DFKQaseaNA",NEU
770384002733735936,"@SlaveofJavier, experto en hacer reencuentros inolvidables since 1994 ",P
770381455428050944,"@JohanaGonzalezD y mi pobre hija tragando, no es justo ",N
770380678886285312,"@antobosca ah vale, jo Boski yo quería jugar contigo ",NONE
770390632892342274,Que entro al youtube i casi tots los videos son de haul material escolar i pos mira ,NONE
770390152887824384,Me gustaría arreglar tantas cosas pero no puedo arreglar ninguna y es muy frustrante ,N
770389837945966592,Se viene pelea y de las fuertes entre Willy Toledo y el Pequeño Nicolás   #HableConEllas,P
770382432579248128,#TrendingEstreno mi artista favorito es @LEONBENAVENTETW para ver en el @dcodefest  @Los40Trending,P
770393156735164417,@ElviraChas #WillyToledo diciéndole a la cara las verdades de #HableConEllas. El primer entrevistado que se atreve a hacerlo en directo ,P
770035938332381184,"Os imagino tal que as - oye tío digamos que somos aliados para follar más jeje  - venga tío,va a ver si cuela ",NONE
770035400220012544,@rabiekhd jajajajajaja me meo que yo tengo mi novio y él tiene su novia y estamos los dos contentos ,P
769982976201555970,"@RanLuna13 Ambientado también en Italia, es una comedia sobre una serie de parejas y entuertos, con honor, clase social y mucho humor ",P
769982171503267840,"@virginiadlp ahora es cuando tomo mis notas y comienzo a hacerle preguntas a mi nueva ""hija"" ",NONE
770044642159161347,Se acabo lo bueno no tardes en volver   hasta el año que viene,N
770043922542424066,@rabiekhd @Omr_dh nos hemos conocido hace unos cuantos años y claro surgió el amor ,P
770043125347807232,me pone muy nerviosa que la gente no entienda que A VECES PUEDO BROMEAR ,N
770042393433403393,"@Juanjok Mira q me gustaría, Juan, hablar contigo con emoticonos, pero está visto que ntros móviles no son compatibles! ",NEU
770041255153831942,@lol_spain ¿cuándo son los próximos partidos? ¿Dónde esta el calendario? Gracias ,NONE
770071758061834240,@Ricky_XCX @AikoLeru Gracias!! ^-^ Que pena   Pero a la próxima será 👍,N
770068054688620544,"@jose97angel ay, ayer cuando lo publicaron y lo vi me entró un sentimiento más grande por dentro...   ",NEU
770072637540339714,"OMG esta no he acertado, premio para Calvin que tampoco está  1 de 2 aciertos #VMAs",N
770064698230407169,@Alex_Yazawa a mi me parece entretenida pero ojala oudiese acceder a las comunidades inglesas ,N
770069393464299521,@ZoeStrange es que Nacho está haciendo una cadena graciosa ,P
770070527943774208,"@MrPlayforlive Para ser un filler tiene bastante chicha... XDD, si es muy bueno entra al Olimpo con el Duel, los 2 mejores filler ",P
770070227426172928,El principio ha sido súper iconic pero con tanto movimiento iba muerta la pobre  #VMAs,NEU
770065881602850817,"@rafaMartos_ @IsraelGV2 cari pero ha sido la parte dance, después vendrá la parte vocal ",NEU
770312269121064960,¡Gracias a ti @cesartgil! Que tengas una buena tarde  #FelizLunes,P
770301011047112704,"[INFO] IGOT7, no hemos comprartido nada sobre los ISAC porque no esta permitido hacerlo hasta la emisión, haced lo mismo hasta entonces ",N
770300836480163840,"@SweetSuricata me pasaba igual xD, de todos modos el control de NiOh no me gusta nada ",N
770300639771553792,"@dafnedelray me siento very important jeje no en verdad no, esto es una mierda ",N
770299754576244736,"VALE YA FUNCIONA ALELUYA he tenido que cambiar el boton de la palanza derecha, por el de la izquierda q estaba roto ",P
770329882970714112,@hyrulen @PartidoPACMA Tu no tienes familia con huerta y perros no? Los tienen en unas condiciones estupendas ,P
770295836634968068,"@Tu_PS4 @ComunidadFF Pues perfecto, una buena cerveza entra siempre bien ",P
770295011250409472,@pandeliria @eltuitdrink Bien! Yo no se que tiene el mundo en contra de la tercera generación  Mi fav es la primera pero merece la pena.,P
770294513524957184,Sólo la Karlita me entiende y me da buenos consejos ,P
770290742984110081,Voy a dejarme crecer las cejas a tope en plan naturales porque ,NONE
770290196973838336,y llegoo @dominguezja para ponernos a gemeliers!! besos desde Motril  @canalfiesta,NONE
770289448139497472,"@pau__27 Pero es una alegría ver toda la gente que ha salido en defensa de los clásicos y la cultura, estoy gratamente sorprendida ",P
770289307487760385,@Belunitaaa algúno subiria acongojado por los precipicios ,N
770317209797296128,🌼 evan peters 🌼  -casi siempre me equivoco y pongo evans peter  -dejadme -es muy sdasldjalsk,N
770316471578796032,Me  he acostumbrado tanto a ver vídeos de @WildHater  pelirojo que veo  los suyos antiguos  y es como ,NEU
770316406730723328,@polux_prm Impresionante. Una pena que hoy no pueda hacer una foto del atardecer.. P.d Gracias guapiño ,N
770306435527897088,@valabina @kuluska y como ya sabemos todos el amor no solo es ciego sino que no entiende de criterio musical ,N
770303896661139456,@Carter1628 Claro. Tengo mazo de ideas para este último cuarto de año ,NONE
770303875475709953,@gallifantes @trinitro @esparver Ese és un fallo grave. No he podido darle un vida plena ,N
770333388985274368,"@angstiness tienen muchos problemas de espalda, rodillas y tobillos  pero solo compiten hasta los 22 o así. Con 22 ya eres viejo.",N
770332921748127744,@Jorge_LBU estamos enamorados y a veces me hace daño porque se va a chupar culo de otras perras y no me dice nada  #crisis,N
770332560769552384,@y2konya justo esta mañana no ha podido insultarlos porque estaba en comisaria AMPLIANDO LA DENUNCIA POR ACOSO ,N
770342430893871104,la jardi y yo estamos aburridas pa cuándo vienes?  @Parsimonyan,N
770341421370912769,"@r_falque bueno, a veces es lo único que tengo, y hay algunos que merecen la pena ",P
770404677095653376,"Por fin mis amigos me empiezan a visitar en mis destinos de trabajo, solo han tenido que pasar 5 años!!!! (Bueno en Guada tb tuve  )",P
770404228145840128,mi espalda esta bien chicos no os preocupeis  P espero que el juicio sea lento y me libre de la carcel https://t.co/TBkC1vIvOO,P
770403844282953729,"@FaranduleroYo Jo  no me parece bien porque se va a ir Yessica a la primera, pero bueno al menos ha llegado al TOP8, no la esperaba aqui.",N
770400044830851072,@montse_garcia  habrá que acompañar la temporada seguramente exitosa de James con un recordatorio frecuente a tu descomunal trabajo ,P
770399239474216960,"@JohanaGonzalezD es la mejor y la peor a la vez. Yo la quiero de vuelta, no me la pueden quitar así con otro cuarto puesto en Río ",N
770399109593325572,"@LittleWhore666 casco viejo, al final de somera ",NONE
770406238295298048,"@Currina_ pues no, algunos lunes son maravillosos...por ejemplo el de hoy! 😜 Hasta mañana! ",P
770405457127149572,"Oie , adoro mi cuenta , llena de cosas bonitas ",P
770407862451527680,@iriswextallen pues estarán viendo una serie diferente que tú y yo oye porque no hay absolutamente nada entre esos dos ,N
770407832508301312,"Me encanta estar así de feliz...ojalá y esto toda la vida!!! Buenisimas noches  Gracias, te amo @juanjoatleti 😙😘",P
770407337379110912,@mariio97 2 asistencias me han faltado para el triple doble ,N
770407023502585856,"Hoy ha sido un día duro, y me he pillado un dedo con una puerta y me duele mucho  pero se me pasa sabiendo que mañana veo a @ManuDrugs 💚💚",NEU
770403709402701824,Libros que enganchan desde la primera página y hacen que el tiempo vuele....! Buenisismas noches ,P
770403493542846464,En fin me voy a dormir dadme unas buenas noches bonitas por MD ,NEU
770403123596853248,"@dime_quefuedeti Tod@s deberíamos llevar en nuestro día a día, está frase, ya q tod@s somos inmigrantes en algún lugar. ",NEU
770397836404023296,@Laura_Jovi pues Floki será el siguiente  Muchas gracias por haberme ayudado ,P
770408455194742784,@tenistachanel @100 si haase hace otro set y janowicz el over. Me voy a estar acordando del puto chino toda noche...... ,N
770379787676377088,Decidle a los de spoti que vuelvan a poner la versión acústica de Creep  @radiohead,NONE
770379528401190912,Lo borro y lo rehago ,N
770379087844081664,Es que es de los abiertos y no lo puedo llevar a clase porque no pudo dejarlo en el asiento que se cae todo ,N
770322450735333376,@aberron Al final lo acabaremos pagando los consumidores ,N
770321635584933888,"@aladroqe Quizás es porque también hay pocas personas de esas profesiones involucradas en la poítica, y si mucho burócrata ",N
770321527883653120,@cafelluvia Bonito rincón  ¡Qué ganas de ver la nueva web!,P
770374205632290818,tengo súper ganas de comerme un peaso de ciego que flipasss pero la cosa es con quién pq nadie quiere beber ,N
770366512351875073,@KILLYTokio ¡artista! Muchas gracias por ayudarme a dejar el libro bonito ,P
770369684554276864,@Heikki_360 Vale   Lo he probado hoy y me parece muy bueno... veré tus vídeos ,P
770369530510082050,me he tenido que poner unos calcetines porque siempre tengo los pies frios y me pone triste calcetines en verano ,N
770369495802273792,De que color cojo las plumas de mis nuevas flechas??? ,NONE
770369351895683072,@JaviviCGT poco pero intenso  estoy por pirarme un día a sevilla con el Mario,NEU
770369070730477568,Buen viaje a todos los cod players que van mañana a bcn pasarlo bien y disfrutarlo que yo no puedo ,P
770368756057010176,"Manuel Carrasc  -Uno x Uno me gusta  -Vale -Ok -ta luego maricarmen  -no me gusta pero, vamos a decir que lo respeto  -me se canciones",NONE
770368364229300229,No puedo poner el insta histories ese raro  alguna ayuda?,N
770367953980227585,"@CdeCiencia Bueno, el frío es lo de menos, siempre te puedes poner un buen abrigo ",P
770373289067810817,tío pero el final es una mierda me ha dado muchísima pena de verdad pero bueno no hago spoiler pero pf ,N
770364852833546240,Quiero que en mi foto de carné en lugar de una fotografía de mi cara me dejen poner un emoticono de carita triste ,N
770364464206151681,Sabía yo  qué triste nadie me hace caso,N
770364113579085824,Pensaba que iba a morir en la carretera volviendo de la playa pero he vuelto a Sevilla sano y salvo  vaya tela,N
770371876753403904,@marcasgz menos mal que no has dicho escuchal 😂😂😂😂😂 #enlacabezaNo #loSiento ,P
770371609051955200,Se busca KAORI para el sábado del salón de MURCIA  en noviembre   No quiero ir de Kousei sola   RT pls https://t.co/hd3o4xOqGH,N
770371018166796288,@LahoraALT @asidesastre @molo_cebrian @CriadoEnterado me faltó @p8ladas y eso que estoy deseando escuchar sus viñetas musicales y lo sabe ,NEU
770397022188871680,@GuzmanNavarro08 @SaezManu10 plan C de capullos mejor ,N
770395127403671554,@GreenParadise_ siiiiii tío  el viernes te invito a una litro jurao,P
770395034348822529,Estoy en una montaña rusa emocional en la que pilotan mis ovarios. De putis ,N
770417499317895168,No hay nada más bonito q separarse d una persona y q al tiempo t diga q t echa de menos... pero a mi no m va a pasar ,NEU
770416390994063360,@__beatriizzzz fresquita... lo único malo fue que nos quitaron el banco bueno ,N
770418661073051648,"Y en mi momento de alta autoestima/ego, les puedo asegurar que mi sonrisa se contagia  (en persona, obviamente)",P
770419614811623424,@ReyBultos sabes que eso no es así ,N
770419525955256324,Estoy pensanfo seriamente ir mañana a Bilbao de caza y de compras  Ohhh wait pero si yo no salgo de casa,NEU
770422583464427520,Ojala yo presentándome para el concurso de shawn pero como vergonzosa se nace y  seguro que no me dejan participar pues aqui estoy ,N
770394264748654592,@Sandrarammos dio que dice po que me hable si yo soy un libro abierto me puede habla pa conocerme quien quiera ,NEU
770415911316680704,Cuando le he dicho a la bollo que estoy morena se ha reído en mi cara ,N
770410116160126977,@aquilatiki no tengo  pero en iphone esta la app tubex que te deja salirte y seguir escuchando canciones y se pasan solas,P
770438261974204416,@camille_blonde_ @yasmi_mendeguia lo tengo desde los 14 años juntos 32 casados 30 y yo me derrito si se acerca y el se desvive por k este ,P
770342668429828096,"@RaulMJimenez_ @EdgarCabreraG siiiii, y de nuevo estoy en lista para ir al programa. Y luego el concierto de OT ",P
770324769413693440,"@cyboruga a mí me pasa a veces igual, prueba que te lo cambien o algo  es que a mi me lo cambiaron hará unos meses porque antes no iba NÁ",N
770347134516359168,"@SATU_9R @LaF1es No, pero dejarte la piel, ir 7º y descartar los puntos sí. Lee el text Carlos nos lo explicó muy clarito ",NEU
770347018682327040,"@ReinaDeLosGatos mira el hilo, que está explicado  es el primer planeta (b) de la estrella Próxima Centaur Próxima Centauri b",NONE
770344361171255296,"@OmegaESP estaría a un paseo en tren de Madrid, y tendría findes largos cada dos semanas... ",P
770320869524697088,"@TheLordOfKai por eso he dicho ""casi"" como método sutil de aproximación ",NEU
770320394859454464,"Pablo continúa su hilo, imprescindible.  Luego haremos crowfunding entre todos para hacerle un ""Medium""  https://t.co/pGJQvxKY6r",NONE
770348223919718402,Me habría gustado hacer alguna de las de los Targaryen pero como están  en paradero desconocido pueh no hay imagenes buenas de ellas y ,N
770319738169851905,@cangasdeonis_ @lavuelta Muchas gracias! Un placer conocer un pueblo tan precioso ,P
770319462784466945,"🌼 severus snape 🌼  -pobresito  -nunca le odié, me parecía muy estricto e injusto pero sabía que algo pasaba...",N
770276839885529088,"@lour_14 @CelopanYT Ojalá, aunque la posibilidad es tan pequeña ",NEU
770275603471855616,@ImFebrer no me hagas daño  @xSeth_Army que cruel jajaja habría q verlo ^^,N
770314066132885504,"@Javiturpeiro Tanto, que hace más de dos años ya que lo dejé y aún no me he atrevido a tener nada estable con nadie. Me da cosita... ",N
770313346876858372,@nmlss777 ojalá lo hubiera podido hacer negro ,N
770337868149563392,@seelphy Genial!! Será la última parada antes del estreno en salas ,P
770337737673179136,ojalá justin subiendo una foto comiéndose la boca con sofía para que os den por culo a todas ,N
770333889487339520,Tengo ganas de hacer un stream muy especial.. Un 24horas pero con un objetivo... ,P
770376998082506752,@goetha Jajaja ahí tenemos gustos diferentes pero así tb se puede hablar de todo  #TonyYSorayaEnMalaga,P
770376118629203968,Alba Carrillo como buena modelo haciendo gala de su profesión en la entrevista a Willy Toledo  #HableConEllas,P
770377643137044480,quién se viene conmigo mañana a beber a embarca ?? ,NONE
770377349426778112,"Un hastag por un buen motivo, dadle a tope venga  #demoslelavuelta",P
770377072103530496,"@C3466003565 Cracias Cristina todo lo que me dices es una bendición tienes que ser paciente y veras como llega el milagro solo asi,ten Fe ",P
769618607177433088,"Al final la triatlón ha salido pero por pura tozudez ... 7:07 de esfuerzos, mi estado es de reventado para arriba ",NEU
769617830266503172,@Spaniart En cuando era pequeña y bailaba en mi pueblo descalza con un vestido  ¿Tu?,NONE
769676942736056320,Creo que mi amor platónico de tw es gay y me acabo de poner tan triste ,N
769674567145103361,@Carlotayoutube me acabo de poner mala y mañana es la quedada en Málaga  ojalá recuperarme antes de la quedada♥,N
769696372509577216,"@kiwiliberal confundes conceptos, este es el nivel, medidas sociales ≠ socialismo. Buenas noches que mañana se madruga ¿o no? ",N
769695740981641217,@SuperPaperEnder Lo habrías hecho con o sin mí ,NEU
769671141598302208,@rushsmith se que no me vas a leer pero si pudieras decirme a que hora coges el ave mañana me harias muy feliz. No he podido verte hoy ,N
769670405934215168,@Currice se que no me vas a leer pero si pudieras decirme a que hora coges el ave mañana me harias muy feliz. No he podido verte hoy ,N
769670007047458817,@RoEnLaRed se que no me vas a leer pero si pudieras decirme a que hora coges el ave a mañana me harias muy feliz. No he podido verte hoy ,N
769669641341956097,Estoy poniendo fotos a lo loco porque no tengo las mias   Pero no va tan mal...😏 https://t.co/uk0YcK18NU,P
769601175796740096,"Y cada vez que lo digo no puedo evitar pensar que si no le hubiera ""prestado"" 650€ a ese, ya tendría una de puta madre  whatever",N
769599994513031168,"@AntimadridVCF Si juegan bien, pero no saben chutar, estamos apañados.  Ninguno sabe chutar a gol en el Valencia?",N
769661684109733888,"@PGimenezFuentes @CiudadanosCs paso, paso de tener que definir que es o no es una ostia, que por ahi te escaqueas ",N
769661441502838785,"Os lo pido por favor en serio, es muy importante para mí  🙏 https://t.co/STUwLW8brK",NEU
769657717376032768,Mandame mensajes de amor que me quiero sentir querida al despertarme que estoy muy sad ,N
769681498815496192,"Y venga, cuando os veáis sin un puto duro, acordarse de mi guapis ",N
769844000736018432,Parafraseando a Salomó Es mejor perder a tu hijo a que lo partan por la mitad ,NEU
769843309107900416,Clásico día donostiarra para quedarse en casita con el fútbol #Donostia #Fútbol ,P
769842623498575872,"gente d madrid fav aqi y os hablo, qiero conocer a gente nueva ",NEU
769842044919578624,"@PaddockGPWorld @miquelliso ¡Permiso ninguno, por favor! La foto es de Miquel, y yo encantado de poder verla en mi timeline ",P
769839602299498500,@dani_xelcox la parte de acción se me hizo muy pesada. Pero los momentos bonitos son muy bonitos ,NEU
769839243883638784,"Rivera y Rajoy no han pactado que Nivea vuelva a lanzar pelotas de playa desde una avioneta, como cuando era pequeño. Nos vemos el 25D ",N
769838964693929984,@carlosmoreno_ch claroooo o a varios solo que ya les vale ... PSOE roto etc ,N
769928093993689088,Como la gente siga siendo aburrida les mandaré a la puta ,N
769930322721013760,@JPelirrojo me encantan los VAPES gracias por estar ahí todos los días y alegrarnos ,P
